sample,EGFR,KRAS,TP53,BRCA1,BRCA2,ALK,PIK3CA,MAPK1,PTEN,HRAS,NRAS,AKT1,CDK4,CDK6,MYC,RET,FGFR1,FGFR2,BRAF,SMAD4,MLH1,MUTYH,TSC1,TSC2,VHL,IDH1,IDH2,SPOP,ARID1A,ATM,AXIN1,FBXW7,RAD51,RB1,ERBB2,RPS6KB1,STK11,NOTCH1,NF1,KMT2C,KMT2D,PD-0325901:MEK_IC50 (uM),RAF265:RAF_IC50 (uM),PHA-665752:c-MET_IC50 (uM),Histology,Hist Subtype1,Site Primary
SUDHL8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.06352,7.199,110.0,13.88,2.77,0.00325,10.33,15.49,14.94,15.22,23.95,40.43,149.7,4.499,163.6,0.01738,0.08511,0.00521,6.941,8.596,30.69,12.0,9.451,12.24,34.77,8.785,58.34,13.48,33.97,15.76,14.29,3.249,38.82,42.19,3.404,7.079,26.33,1.399,4.968,6.948,31.27,8.0,2.264,7.087,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.06329,8.371,29.28,11.37,1.554,0.00514,5.384,6.153,16.16,12.5,44.26,29.86,138.9,18.32,304.1,0.01235,0.04985,0.01235,15.72,16.76,15.86,4.881,7.089,16.54,25.01,21.93,29.65,18.15,38.53,16.74,12.8,16.77,11.14,5.038,1.545,7.636,22.06,0.6398,5.532,8.633,12.52,8.0,0.1859,8.0,lymphoid_neoplasm,plasma_cell_myeloma,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.06291,15.27,55.74,25.28,7.202,0.00173,16.34,14.06,17.99,7.144,28.49,31.99,190.1,12.51,95.55,0.02862,0.2035,0.02243,6.512,9.88,18.91,7.503,4.357,9.285,27.08,9.709,80.2,22.64,36.14,12.12,10.14,5.417,19.98,34.86,2.24,15.37,15.69,3.562,3.684,12.16,34.64,8.0,8.0,8.0,lymphoid_neoplasm,B_cell_lymphoma_unspecified,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
HUNS1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.06206,1.497,36.51,14.97,4.461,0.00844,8.963,11.23,9.226,17.92,34.55,35.71,120.8,30.43,90.55,0.0,0.05849,0.0058,3.525,4.39,28.2,11.67,4.745,10.48,24.93,10.23,79.15,17.26,28.19,5.451,11.65,6.182,14.06,8.396,1.093,7.492,20.66,4.167,4.538,2.908,14.64,,,,lymphoid_neoplasm,plasma_cell_myeloma,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
A3KAW_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.06203,13.71,23.79,1.731,1.294,0.01007,5.647,0.05962,8.65,7.488,31.08,54.16,60.07,19.66,249.7,0.06996,0.08106,0.00242,6.533,3.357,11.65,13.78,5.054,14.09,22.69,15.69,288.3,13.37,32.1,13.14,17.73,16.91,2.07,7.975,1.43,12.34,17.34,9.801,4.795,8.428,12.37,,,,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
KOPN8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.06201,4.438,105.8,14.66,1.952,0.00143,7.145,17.36,9.837,15.77,25.54,80.96,118.3,25.84,78.31,0.0046,14.34,0.00551,5.005,5.295,27.97,11.74,3.086,11.54,30.68,17.11,209.7,11.77,35.28,7.406,21.73,4.05,43.88,30.74,1.948,4.834,33.62,57.43,3.582,3.689,19.2,,,,lymphoid_neoplasm,acute_lymphoblastic_B_cell_leukaemia,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
L428_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.06174,30.43,20.26,14.46,1.647,0.389,5.634,23.4,6.079,18.9,58.34,38.8,139.1,36.83,30.39,0.00904,3.148,0.02169,10.05,6.49,19.39,14.15,2.048,11.16,20.2,39.68,62.44,19.73,23.96,2.719,8.982,2.498,16.31,5.506,0.4537,6.491,20.44,3.502,5.045,9.579,14.97,8.0,0.3983,8.0,lymphoid_neoplasm,Hodgkin_lymphoma,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
NALM6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.06169,8.379,51.38,24.73,6.805,0.00161,14.96,20.46,26.27,9.334,33.96,47.18,85.9,49.29,200.5,0.03956,10.84,0.05727,6.865,10.98,21.11,10.25,14.51,14.91,37.71,21.92,116.0,20.14,26.91,16.41,13.55,6.312,28.52,46.01,1.051,10.33,21.34,2.474,8.3,6.096,19.2,,,,lymphoid_neoplasm,acute_lymphoblastic_B_cell_leukaemia,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
MOLT16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.06149,9.119,50.0,12.04,2.889,0.00494,7.135,19.18,25.2,5.778,28.48,49.7,55.17,18.74,229.5,0.06594,5.369,0.00831,7.492,8.074,22.31,9.452,6.659,11.71,37.05,22.72,151.7,16.41,31.79,18.89,13.09,6.957,15.92,15.96,1.192,11.46,20.09,5.516,4.402,10.43,15.36,8.0,0.3004,2.653,lymphoid_neoplasm,acute_lymphoblastic_T_cell_leukaemia,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
MALME3M_SKIN,0.06144,3.908,16.83,11.27,1.973,0.73,5.394,19.44,6.873,6.69,18.76,54.45,105.3,10.3,17.77,0.1058,11.11,0.00127,7.89,4.829,21.98,4.067,4.684,28.23,8.61,73.97,27.46,9.321,9.971,11.29,6.179,2.425,11.29,13.6,12.94,4.949,7.46,7.249,7.726,8.417,8.608,0.004155,0.3818,8.0,malignant_melanoma,NS,SKIN
NCIH1184_LUNG,0.06133,6.226,43.13,26.53,4.881,0.207,8.26,14.32,4.453,16.44,27.89,46.23,134.9,0.3953,1.268,0.04394,4.348,1.313,10.53,16.94,18.55,5.665,8.041,18.54,22.67,15.68,68.68,39.36,36.85,7.516,7.164,5.444,8.989,33.63,6.022,17.21,16.34,4.089,17.73,12.29,18.74,8.0,8.0,8.0,carcinoma,small_cell_carcinoma,LUNG
HCC1500_BREAST,0.06118,8.625,25.08,10.26,1.599,0.00135,12.97,19.98,12.9,18.55,16.74,69.87,96.7,2.078,12.5,6.978,47.75,5.762,8.594,9.233,11.39,6.21,8.311,13.86,31.99,21.22,65.15,26.16,9.379,2.028,13.7,13.72,7.614,10.15,21.77,11.77,24.27,3.02,8.826,10.16,9.449,,,,carcinoma,ductal_carcinoma,BREAST
TF1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.06075,5.296,7.245,6.548,2.088,0.00111,21.67,9.267,10.4,7.724,17.63,50.63,97.11,26.87,187.4,0.03439,1.084,0.0,7.918,5.649,11.65,9.667,2.122,6.883,25.05,36.5,15.84,18.52,24.64,6.119,15.77,1.892,11.39,11.7,0.6165,9.769,26.13,6.679,4.594,2.315,20.98,,,,haematopoietic_neoplasm,acute_myeloid_leukaemia,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
KYO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.06025,1.532,31.32,10.14,0.9338,0.00478,4.296,11.88,3.961,9.995,24.19,31.94,55.61,6.809,277.1,0.01875,1.238,0.0092,14.8,1.874,25.86,3.373,2.478,8.244,19.65,6.088,49.51,6.205,12.43,5.095,18.46,2.621,22.31,5.561,2.286,2.483,28.72,2.967,7.553,2.982,10.27,,,,haematopoietic_neoplasm,blast_phase_chronic_myeloid_leukaemia,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
EM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.06022,2.65,23.75,32.56,2.859,0.00398,8.576,23.72,6.746,10.56,20.71,17.85,63.56,22.33,305.9,0.01699,0.06896,0.01784,4.765,5.852,18.48,2.326,10.98,10.06,24.38,18.14,39.6,27.43,16.52,12.0,9.885,6.309,22.46,9.71,1.091,16.53,23.28,4.731,11.19,5.985,17.58,0.03429,0.5143,6.59,haematopoietic_neoplasm,blast_phase_chronic_myeloid_leukaemia,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
MELHO_SKIN,0.06019,3.032,8.539,12.41,1.984,0.2005,4.737,15.28,4.485,18.24,42.31,78.47,126.1,14.61,26.89,0.00794,1.584,0.05,4.881,4.853,14.55,7.016,3.581,7.8,6.668,52.24,20.57,3.951,13.69,10.63,20.23,2.175,10.15,11.79,3.619,4.616,11.85,5.432,5.006,4.637,10.47,0.01382,1.183,8.0,malignant_melanoma,NS,SKIN
LN464_CENTRAL_NERVOUS_SYSTEM,0.06018,3.189,23.68,10.19,2.497,0.622,7.809,23.03,1.953,17.43,29.65,43.79,92.1,10.5,57.83,0.01211,7.821,0.00763,5.996,4.686,17.78,5.981,3.952,7.412,6.541,38.69,29.66,13.25,9.897,10.48,11.56,1.872,7.98,16.93,6.263,5.572,8.977,0.5558,4.656,1.841,3.93,,,,glioma,astrocytoma_Grade_IV,CENTRAL_NERVOUS_SYSTEM
HPBALL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0601,6.115,4.288,11.87,3.886,0.00821,8.102,16.96,8.767,9.095,35.81,62.23,71.16,52.82,151.8,0.00439,2.748,0.00986,8.002,10.75,3.505,9.998,4.279,6.407,17.15,10.56,229.3,14.36,54.56,9.417,12.98,9.265,24.98,29.67,2.418,6.631,23.43,51.41,5.457,10.07,20.23,,,,lymphoid_neoplasm,acute_lymphoblastic_T_cell_leukaemia,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
KO52_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.05994,4.167,22.24,11.57,7.064,0.00396,7.746,12.9,17.55,7.747,27.16,37.56,93.97,71.97,158.5,0.1537,0.4561,0.02156,2.859,7.626,14.22,9.524,10.38,8.754,21.93,20.03,67.71,15.95,35.97,8.67,18.4,4.278,12.14,18.9,1.015,6.577,20.15,14.92,4.61,3.406,15.28,0.004738,0.2528,8.0,haematopoietic_neoplasm,acute_myeloid_leukaemia,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
EWS502_BONE,0.05986,5.533,55.03,11.17,1.921,2.239,8.009,13.2,1.82,12.44,49.86,27.01,172.7,0.3149,86.32,0.4548,30.63,0.02148,6.092,11.28,16.16,4.61,6.697,12.81,15.82,91.26,82.13,19.83,31.94,4.263,13.63,2.206,14.32,15.13,6.463,7.945,23.07,10.77,4.412,4.023,9.633,,,,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NS,BONE
OCIMY5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0595,8.959,5.272,8.653,2.456,0.03404,9.794,8.12,18.64,8.133,19.96,49.4,50.98,29.26,789.0,0.0028,0.07391,0.00755,4.674,22.08,18.87,4.994,7.758,9.111,11.62,6.281,64.78,18.12,16.36,10.21,13.99,6.986,12.75,13.68,0.9413,17.24,25.64,1.352,2.457,4.226,4.804,,,,,,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
COLO679_SKIN,0.05799,4.814,8.0,8.888,2.852,0.2544,4.025,48.11,3.321,15.17,16.06,44.21,93.23,20.44,36.54,0.02987,0.1764,0.0,6.979,5.43,11.44,3.853,5.967,7.349,8.404,48.06,17.18,7.769,12.53,11.79,8.28,2.108,3.593,11.46,2.222,5.947,12.36,4.62,4.421,4.036,7.958,0.01251,0.6644,7.287,malignant_melanoma,NS,SKIN
OPM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.05792,14.45,29.74,13.76,3.234,0.02039,8.941,9.322,33.21,7.68,30.72,31.81,66.32,32.1,139.9,0.00272,0.06183,0.00735,17.66,5.679,22.25,7.618,10.14,9.324,15.01,56.96,78.05,15.5,42.94,10.94,8.291,17.36,12.4,29.42,1.284,6.071,22.58,0.7485,3.423,10.65,7.955,,,,,,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
L1236_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.05786,12.62,6.423,10.28,6.42,0.02364,18.5,13.56,14.04,18.97,32.96,35.34,105.7,18.27,34.93,0.2259,2.653,0.00669,5.887,5.645,19.21,10.77,6.022,10.75,22.23,17.47,38.2,20.92,24.1,3.914,10.29,2.433,14.82,18.12,0.6795,9.749,24.51,1.219,8.644,4.348,18.13,,,,lymphoid_neoplasm,Hodgkin_lymphoma,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
G361_SKIN,0.05756,4.241,5.685,18.34,4.081,0.02079,11.4,34.23,6.638,25.31,38.85,33.72,123.0,17.79,125.4,0.02593,1.995,0.05332,8.647,9.773,16.53,3.745,9.189,7.202,14.33,88.63,7.746,10.5,13.77,17.1,11.07,3.202,9.946,18.62,11.31,7.762,3.42,7.375,13.44,9.114,11.32,0.02408,0.5653,5.692,malignant_melanoma,NS,SKIN
NCIH82_LUNG,0.05743,7.791,5.392,11.27,1.862,4.012,6.603,14.18,3.43,13.94,38.55,16.37,95.05,8.62,415.7,0.00641,11.15,7.896,8.639,9.289,17.25,6.224,4.353,11.14,21.47,42.45,17.1,29.51,29.1,5.572,17.28,2.838,14.5,1.763,3.228,9.752,10.18,1.006,8.669,4.955,17.33,,,,carcinoma,small_cell_carcinoma,LUNG
PLB985_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.05706,4.88,0.05801,6.286,2.449,0.00368,5.286,10.85,15.37,3.359,19.48,21.63,47.36,6.664,484.6,0.7337,0.05623,0.00943,5.52,7.193,16.48,2.933,4.027,6.722,19.92,16.05,50.87,8.67,13.17,11.27,19.09,5.649,10.76,17.37,0.8439,5.981,18.84,8.245,5.056,4.876,9.643,,,,,,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
HCC33_LUNG,0.05696,10.81,44.51,20.88,3.671,1.361,13.28,11.8,6.9,9.963,25.69,36.53,83.64,1.626,0.538,0.02162,10.72,1.476,7.895,23.9,15.75,10.35,5.322,11.64,21.13,19.25,143.9,29.83,30.75,11.8,8.15,8.781,13.42,3.549,4.323,13.78,11.56,3.85,13.95,14.23,11.24,,,,carcinoma,small_cell_carcinoma,LUNG
SW620_LARGE_INTESTINE,0.0562,12.8,31.65,9.469,1.833,0.00375,4.36,14.06,8.398,19.43,23.02,51.61,138.6,33.91,98.46,0.01471,15.29,0.0337,5.091,0.1399,20.88,9.279,3.207,9.024,21.93,21.0,20.99,18.01,18.45,7.578,22.82,3.335,11.54,8.53,9.608,8.367,9.314,10.21,7.111,5.264,11.45,0.009916,3.331,8.0,carcinoma,adenocarcinoma,LARGE_INTESTINE
TC71_BONE,0.05581,4.149,2.529,4.271,3.693,2.049,5.442,9.318,4.367,26.3,45.48,41.53,141.8,0.1747,145.0,0.5378,17.7,0.0273,4.619,7.23,19.3,4.391,5.502,10.61,15.24,64.61,28.67,18.53,25.02,5.366,9.892,2.817,11.83,13.43,6.702,13.4,21.71,2.497,2.539,3.869,16.37,8.0,8.0,8.0,Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour,NS,BONE
NCIH526_LUNG,0.05562,5.733,15.85,10.96,2.229,0.02366,4.678,14.44,4.152,56.68,37.24,40.86,88.99,9.926,0.79,0.03272,0.7991,2.421,7.48,11.13,13.12,11.21,9.078,11.93,27.06,40.0,73.59,17.4,41.18,14.43,9.19,5.595,13.99,6.559,2.872,13.35,13.27,8.29,13.5,10.66,12.58,,,,carcinoma,small_cell_carcinoma,LUNG
L540_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.05549,24.71,36.6,18.58,2.905,0.0199,11.86,11.22,7.495,9.877,32.38,81.32,57.22,19.17,85.22,0.05222,30.61,0.00696,12.08,5.153,17.46,4.719,3.485,8.297,22.28,7.329,14.23,19.56,27.9,8.821,12.54,5.248,15.06,7.022,0.5654,26.85,28.95,8.36,4.833,8.541,11.24,,,,lymphoid_neoplasm,Hodgkin_lymphoma,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
DB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.05546,10.63,55.05,22.6,5.394,0.0,13.77,20.28,13.42,16.41,29.68,30.79,85.07,33.22,219.3,0.01507,0.06333,0.02959,13.89,10.05,17.23,11.0,6.649,10.73,18.59,11.94,7.245,22.52,19.2,22.5,10.81,6.636,11.6,11.35,1.488,10.98,24.46,1.068,12.31,15.63,11.27,,,,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
HEL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.05545,4.989,29.36,11.91,1.794,0.0,13.13,10.79,4.305,6.868,24.77,29.65,134.2,14.8,235.3,0.00137,0.07915,0.0037,5.11,7.454,20.51,12.14,4.866,7.863,23.31,47.59,66.97,20.87,24.9,5.405,17.59,2.425,12.87,16.35,1.817,8.349,22.28,6.654,6.246,3.582,17.73,,,,haematopoietic_neoplasm,acute_myeloid_leukaemia,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BV173_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.05419,3.992,30.37,9.167,0.6513,0.0,14.31,15.52,14.33,7.463,16.86,44.77,49.5,9.678,335.0,0.01387,0.08014,0.01248,8.01,10.49,22.71,8.765,5.643,13.18,19.81,9.891,70.79,9.328,20.66,25.84,14.5,13.48,16.66,21.3,2.188,9.408,25.23,11.6,6.085,7.979,16.77,,,,haematopoietic_neoplasm,blast_phase_chronic_myeloid_leukaemia,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
L363_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.05406,11.61,23.48,18.97,4.99,0.00581,14.14,23.86,21.73,6.722,72.85,15.99,84.64,42.77,30.26,0.00621,0.1255,0.05306,27.44,8.272,20.62,6.775,12.01,15.01,35.8,34.86,0.2238,27.0,38.14,15.26,14.78,5.378,7.457,36.22,0.846,17.56,27.99,1.588,11.82,21.15,18.0,8.0,0.3956,4.469,lymphoid_neoplasm,plasma_cell_myeloma,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JVM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.05371,1.493,24.57,4.248,2.165,0.00535,11.47,8.625,9.053,7.265,24.02,30.93,76.98,13.3,59.18,0.01716,13.05,0.01201,9.75,5.869,16.16,7.076,5.003,10.04,27.35,25.43,97.0,12.54,17.99,10.0,11.11,19.46,5.901,14.42,3.078,5.862,24.56,8.795,5.643,7.746,11.45,,,,lymphoid_neoplasm,chronic_lymphocytic_leukaemia-small_lymphocytic_lymphoma,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
INA6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.053,4.222,14.79,21.29,3.28,0.03416,8.111,7.724,10.31,5.549,87.52,19.22,86.94,30.31,177.2,0.02738,0.05524,0.01506,12.55,6.947,33.46,15.07,5.909,11.22,31.73,22.8,151.5,23.94,19.59,30.42,10.59,12.79,21.43,24.62,1.476,14.37,18.84,8.011,6.134,5.93,6.497,,,,,,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.05287,4.717,3.864,27.1,2.358,0.00136,10.38,70.7,5.844,7.342,40.62,29.54,103.3,16.41,62.05,0.02035,0.07078,0.01308,11.31,5.722,45.69,11.86,4.964,11.64,100.3,190.9,68.79,15.7,25.58,6.878,19.64,3.906,27.63,10.95,3.186,9.534,33.02,5.025,7.44,6.758,11.46,,,,haematopoietic_neoplasm,blast_phase_chronic_myeloid_leukaemia,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
KMS18_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.05269,4.292,5.337,8.668,0.7834,0.0025,9.027,4.931,12.43,6.093,34.13,16.76,75.73,24.3,168.6,0.0374,0.2315,0.02404,5.438,9.289,11.95,4.077,5.113,9.04,25.64,10.83,32.53,16.61,14.95,13.34,10.44,6.744,10.21,11.39,1.017,7.878,16.03,1.884,2.761,4.321,3.6,,,,lymphoid_neoplasm,plasma_cell_myeloma,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
HEL9217_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.05147,5.841,21.12,24.65,5.749,0.0,24.2,13.82,6.921,6.247,32.53,23.05,114.1,26.59,256.4,0.02289,0.06192,0.04463,5.589,9.814,21.65,9.019,5.525,4.678,22.21,22.6,46.61,28.96,28.74,9.624,14.1,2.948,21.44,33.54,1.287,9.781,17.42,5.984,8.842,4.395,13.99,8.0,6.223,8.0,haematopoietic_neoplasm,acute_myeloid_leukaemia,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
KMS27_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.05146,2.739,42.65,10.86,3.499,0.00575,6.599,5.597,9.911,14.95,54.34,24.54,116.7,16.98,52.53,0.0082,2.318,0.00738,10.61,3.954,22.96,10.72,5.462,11.7,20.01,73.03,0.1877,14.12,16.67,10.55,6.177,14.87,10.92,11.77,1.552,5.129,23.07,6.917,3.703,3.629,10.01,,,,lymphoid_neoplasm,plasma_cell_myeloma,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.05144,3.13,36.38,8.015,1.912,0.00854,11.15,9.532,2.156,8.711,50.67,39.31,95.87,10.22,205.1,0.01674,2.869,0.00958,4.458,5.723,13.35,6.413,8.432,10.61,22.92,21.29,10.51,24.61,20.21,6.603,22.3,3.706,10.51,6.421,0.393,20.28,24.01,4.284,4.235,4.644,10.7,0.2763,1.134,8.0,haematopoietic_neoplasm,blast_phase_chronic_myeloid_leukaemia,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
HNT34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.05138,5.658,53.85,17.7,2.532,0.00458,6.129,14.13,9.889,6.862,18.6,29.93,103.4,24.47,80.52,0.00367,0.06663,5.61,5.758,8.606,29.41,12.61,6.851,9.704,25.93,44.71,71.72,25.99,13.49,8.734,15.17,3.998,15.1,19.69,1.172,8.159,19.08,24.39,6.554,6.037,9.586,,,,,,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
JK1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.05126,3.435,27.6,7.104,1.09,0.00493,10.41,18.08,8.491,3.72,26.09,23.14,102.5,8.161,126.8,0.00176,0.0652,0.04423,7.99,8.433,19.54,4.577,12.23,8.138,20.68,34.37,27.03,13.42,17.68,9.654,20.15,5.891,7.508,14.31,0.4013,7.193,70.13,4.459,3.748,8.354,11.63,,,,haematopoietic_neoplasm,blast_phase_chronic_myeloid_leukaemia,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
ME1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.05106,3.221,5.534,6.783,1.236,0.00451,5.361,9.044,15.99,6.327,17.72,37.4,105.6,46.88,252.6,2.02,5.73,0.00868,4.612,7.188,16.69,7.402,1.973,12.04,19.97,7.399,121.3,13.77,25.85,5.154,18.38,3.012,12.85,9.91,0.8515,4.324,22.19,12.21,4.89,5.161,15.4,,,,haematopoietic_neoplasm,acute_myeloid_leukaemia,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
NCIH146_LUNG,0.05101,7.609,4.98,13.69,3.177,0.00945,12.17,12.74,8.629,35.8,46.68,76.06,124.9,4.921,65.48,14.37,27.53,1.85,10.21,19.83,16.46,3.811,2.712,15.37,14.49,11.77,57.88,15.9,21.71,3.198,19.66,6.26,7.271,2.765,2.618,6.442,8.799,0.3358,7.87,7.639,11.32,,,,carcinoma,small_cell_carcinoma,LUNG
KMS21BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.0505,3.109,19.52,4.471,0.9526,0.00413,4.239,3.269,9.194,11.11,61.85,19.21,61.63,4.578,213.2,0.05884,0.07771,0.01589,7.072,5.528,17.11,6.143,4.21,13.22,32.64,15.8,7.408,11.74,18.87,9.567,8.346,14.54,6.861,6.51,0.6985,5.704,17.25,5.256,2.37,6.189,10.28,,,,lymphoid_neoplasm,plasma_cell_myeloma,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
RC2_SOFT_TISSUE,0.05048,6.82,18.11,10.96,5.262,3.972,8.482,18.45,3.487,15.84,25.84,34.08,128.0,67.74,5.918,0.00916,10.1,9.82,4.022,11.17,23.82,4.28,19.29,9.147,19.92,21.89,42.67,11.45,20.14,12.44,7.961,7.406,16.01,23.02,5.684,10.5,15.15,9.286,8.801,7.2,14.68,,,,,,SOFT_TISSUE
MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.04996,2.457,40.53,12.21,4.163,0.00619,4.335,11.89,18.29,8.211,18.12,24.11,103.3,31.14,186.4,4.406,1.038,0.03867,2.95,5.565,28.82,5.15,4.72,6.298,14.9,59.77,69.42,16.73,18.43,9.587,15.96,3.85,15.28,21.49,0.3888,8.783,27.99,6.707,2.491,3.527,7.551,,,,haematopoietic_neoplasm,acute_myeloid_leukaemia,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
RL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.04978,11.1,25.78,20.67,3.409,0.01587,8.194,12.26,26.23,15.38,27.95,39.81,96.46,27.3,158.5,0.00308,0.04837,0.00833,12.15,3.796,27.11,9.048,5.665,7.396,26.19,12.82,23.57,18.86,20.0,18.84,14.73,8.608,23.09,23.52,1.734,13.02,22.86,3.821,3.642,9.005,9.588,,,,lymphoid_neoplasm,B_cell_lymphoma_unspecified,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
CORL311_LUNG,0.04918,3.368,19.53,12.67,4.224,0.3578,7.266,14.58,5.954,27.52,24.14,37.06,66.07,0.6989,251.2,7.126,3.957,1.183,5.854,13.3,11.34,5.697,4.307,11.44,16.33,16.36,86.39,16.78,28.6,25.52,12.85,2.918,7.22,29.73,4.557,9.478,12.32,20.35,8.74,10.28,15.89,,,,carcinoma,small_cell_carcinoma,LUNG
KYM1_SOFT_TISSUE,0.04888,3.186,21.16,10.37,2.21,0.00126,4.88,17.32,8.684,21.06,28.84,51.01,87.21,18.61,29.69,0.01881,218.8,0.9262,6.401,6.42,17.48,6.729,7.58,11.28,22.43,21.48,17.62,12.07,32.92,10.07,8.05,14.19,4.852,30.08,12.95,9.6,35.89,0.5221,8.321,6.507,14.41,1.938,,8.0,rhabdomyosarcoma,NS,SOFT_TISSUE
SKNEP1_BONE,0.04806,5.501,78.38,16.5,5.338,0.7495,5.331,9.184,2.314,20.48,34.97,29.79,146.8,0.8056,85.7,1.591,20.29,0.3849,9.12,11.1,17.29,5.145,9.676,12.83,15.73,37.69,76.58,19.35,37.65,10.37,13.23,2.942,18.01,19.25,17.41,9.273,19.32,18.03,7.973,10.22,20.03,,,,,,BONE
LOUCY_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,0.04769,7.704,49.61,9.143,6.719,0.00871,11.26,18.31,36.13,12.79,37.77,62.29,55.63,127.5,0.2122,0.0,32.66,0.00335,6.146,7.589,27.52,10.82,9.114,9.526,25.99,40.57,54.17,20.77,53.38,6.42,8.325,7.375,17.68,31.61,1.713,10.79,25.11,7.583,8.593,9.922,33.72,,,,lymphoid_neoplasm,acute_lymphoblastic_T_cell_leukaemia,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
